Original_Name,Clean_Name,Latitude,Longitude,Found_Address
厚狹,厚狹,34.0537909,131.1599628,"厚狭, 厚狭停車場線, 桜一丁目, 山陽小野田市, 山口県, 757-8799, 日本"
原ノ町,原ノ町,37.637698,140.9711699,"原ノ町, 南相馬市道　原ノ町駅前広場線, 原町区旭町二丁目, 南相馬市, 福島県, 975-0007, 日本"
原山,原山,34.3799923,132.5934833,"原山, 広島市, 広島県, 739-0323, 日本"
原平,原平,38.7304495,112.7043694,"原平市, 忻州市, 山西省, 034111, 中国"
參禮,參禮,39.7837304,-100.445882,United States
叆陽,叆陽,40.8992729,124.4419681,"爱阳镇, 凤城市, 丹东市, 辽宁省, 中国"
友保,友保,23.5963646,112.0686054,"有保, 诗洞镇, 怀集县, 肇庆市, 广东省, 中国"
友部,友部,36.3507978,140.3062895,"友部, 平友部停車場線, 友部駅前, 笠間市, 茨城県, 309-1705, 日本"
取柴河,取柴河,43.3454147,126.1611838,"取柴河镇, 吉林市, 吉林省, 中国"
口前,口前,43.6635788,126.4910418,"口前, 黑大线, 东甸子, 口前镇, 永吉县, 吉林市, 吉林省, 中国"
口泉,口泉,31.4705591,108.6791784,"口泉, 开州区, 重庆市, 中国"
口泉線,口泉線,31.4705591,108.6791784,"口泉, 开州区, 重庆市, 中国"
古冶,古冶,39.7325497,118.4408381,"古冶区, 唐山市, 河北省, 063100, 中国"
古北口,古北口,40.6905789,117.1352823,"古北口, 河火路, 古北口镇, 密云区, 北京市, 中国"
古城,古城,39.9061423,116.1844475,"古城, 石景山路, 八角街道, 石景山区, 北京市, 100043, 中国"
古山,古山,42.9757412,141.7940604,"古山, 国道234号, 光栄, 由仁町, 夕張郡, 空知総合振興局, 北海道, 北海道地方, 069-1217, 日本"
古站,古站,37.3168514,126.8231007,"고잔, 중앙대로, 고잔동, 단원구, 안산시, 경기도, 15355, 대한민국"
古茂山,古茂山,42.1161135,129.6957251,"고무산, 81;83, 고무산로동자구, 부령군, 함경북도, 조선민주주의인민공화국"
古邑,古邑,39.6070334,125.3078109,"고읍, 오산동, 정주시, 평안북도, 조선민주주의인민공화국"
古陽,古陽,36.4151088,112.0200514,"古阳镇, 古县, 临汾市, 山西省, 中国"
古魯本,古魯本,26.8836177,100.3442951,"吕本, 金安镇, 古城区, 丽江市, 云南省, 中国"
句城子,句城子,34.9518845,137.0755875,"局, 豊田安城自転車道線, 百石町一丁目, 安城市, 愛知県, 446-0044, 日本"
史店,史店,36.5327179,105.6843296,"史店乡, 海原县, 宁夏回族自治区, 中国"
各莊,各莊,33.0439156,113.7717901,"葛庄, 驻马店市, 河南省, 中国"
合浦,合浦,21.7471247,109.3491272,"合浦县, 北海市, 广西壮族自治区, 中国"
吉,吉,43.7289674,126.1997366,"吉林省, 中国"
吉州,吉州,27.1563101,114.95274,"吉州区, 吉安市, 江西省, 中国"
吉思,吉思,49.8982325,3.6262542,"Guise, Vervins, Aisne, Hauts-de-France, France métropolitaine, 02120, France"
吉拉林,吉拉林,28.938845,93.0809582,"吉, 拉多乡, 朗县 སྣང་རྫོང།, 林芝市 ཉིང་ཁྲི་གྲོང་ཁྱེར།, 西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།, 860000, 中国"
吉林,吉林,43.7289674,126.1997366,"吉林省, 中国"
吉興,吉興,46.0056616,127.9140952,"吉兴乡, 木兰县, 哈尔滨市, 黑龙江省, 151900, 中国"
吊水樓,吊水樓,22.202596,113.5372224,"沙梨頭街市  Mercado Municipal do Patane, 172-230, 爹美刁施拿地大馬路 (施拿地馬路) Avenida de Demétrio Cinatti, 沙梨頭 Patane, 花王堂區 Santo António, 澳門 Macau, 519000, 中国"
同江,同江,47.78564,133.1718339,"同江市, 佳木斯市, 黑龙江省, 154000, 中国"
同蒲幹線,同蒲幹線,29.2103922,99.5303017,"普通, 乡城县 ཕྱག་ཕྲེང་རྫོང།, 甘孜藏族自治州 དཀར་མཛེས་བོད་རིགས་རང་སྐྱོང་ཁུལ།, 四川省, 627800, 中国"
名古屋,名古屋,35.1707285,136.8818431,"名古屋, タワーズテラス, 名駅一丁目, 中村区, 名古屋市, 愛知県, 450-6013, 日本"
名山,名山,30.119638,103.217364,"名山区, 雅安市, 四川省, 中国"
后壩,后壩,25.9356,105.293,"后坝, 安顺市, 贵州省, 中国"
向陽,向陽,46.8093658,130.3429678,"向阳区, 佳木斯市, 黑龙江省, 154000, 中国"
吳家屯,吳家屯,35.6529823,119.9106881,"吴家屯, 青岛市, 山东省, 266000, 中国"
吳村,吳村,35.718402,117.0142342,"吴村, G104, 吴村镇, 曲阜市, 济宁市, 山东省, 273110, 中国"
吳江,吳江,30.9941875,120.5986444,"吴江区, 苏州市, 江苏省, 中国"
吳淞,吳淞,51.7119835,54.5865583,"Жайық - Урал, Приволжский федеральный округ, Россия"
吳發,吳發,54.7261409,55.947499,"Уфа, городской округ Уфа, Башкортостан, Приволжский федеральный округ, 450000, Россия"
呂城,呂城,31.9071306,119.7420688,"吕城, 吕蒙北路, 朱家村, 吕城镇, 丹阳市, 镇江市, 江苏省, 212300, 中国"
周口店,周口店,39.6865654,115.9274573,"周口店站, 京周路, 周口店镇, 房山区, 北京市, 102400, 中国"
周士莊,周士莊,40.1158931,113.4659133,"周士庄, 云州街, 周士庄镇, 云州区, 大同市, 山西省, 中国"
周家,周家,45.4605833,126.6584351,"周家, 哈尔滨市, 黑龙江省, 中国"
周家屯,周家屯,45.240683,125.8703516,"周家屯, 哈尔滨市, 黑龙江省, 中国"
周家驛,周家,45.4605833,126.6584351,"周家, 哈尔滨市, 黑龙江省, 中国"
周村,周村,36.8029113,117.8639989,"周村区, 淄博市, 山东省, 255300, 中国"
周水子,周水子,38.9564935,121.5609033,"周水子, 西北路, 机场街道, 王家桥, 甘井子区, 辽宁省, 116033, 中国"
周涇巷,周涇巷,31.5155692,120.381183,"周泾巷, 吴都路, 旺庄街道, 新吴区, 无锡市, 江苏省, 214000, 中国"
周王廟,周王廟,31.364521,119.8168757,"周王庙, 宜城街道, 宜兴市, 无锡市, 江苏省, 214200, 中国"
呼瑪,呼瑪,51.7100589,126.1030159,"呼玛县, 大兴安岭地区, 黑龙江省, 中国"
呼瑪鎮,呼瑪鎮,51.7278519,126.6541029,"呼玛镇, 呼玛县, 大兴安岭地区, 黑龙江省, 中国"
呼蘭,呼蘭,45.9733487,126.6013646,"呼兰区, 哈尔滨市, 黑龙江省, 150500, 中国"
和田山,和田山,35.3415185,134.8513334,"和田山, 物部藪崎線, 和田山町東谷四丁目, 朝来市, 兵庫県, 669-5241, 日本"
和險,和險,31.7442532,118.3481305,"和县, 马鞍山市, 安徽省, 238200, 中国"
和順,和順,37.3243861,113.5635789,"和顺县, 晋中市, 山西省, 中国"
咸南上平,咸南上平,28.6650385,118.1063715,"上平, 石笋村, 必姆镇, 玉山县, 上饶市, 江西省, 中国"
咸南興上,咸南興上,37.1533571,117.1277546,"济南上源新型材料有限公司年产2000吨兽药原料药项目, 玉皇庙镇, 商河县, 济南市, 山东省, 中国"
咸安,咸安,29.8504659,114.3907293,"咸安区, 咸宁市, 湖北省, 中国"
咸平,咸平,35.0236844,126.5390794,"함평, 3530, 영산로, 사거리, 학교면, 함평군, 전라남도, 57162, 대한민국"
咸水,咸水,26.3876,109.157,"咸水, 黎平县, 黔东南苗族侗族自治州, 贵州省, 中国"
咸羅,咸羅,51.4721678,19.3460637,"województwo łódzkie, Polska"
咸興,咸興,39.9165451,127.5384272,"함흥시, 함경남도, 조선민주주의인민공화국"
咸鏡線,咸鏡線,22.3638791,114.1707832,"顯徑 Hin Keng, 車公廟路 Che Kung Miu Road, 顯田 Hin Tin, 顯徑 Hin Keng, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国"
品川,品川,35.6298948,139.7403731,"品川, レインボーロード, 港南二丁目, 港南, 港区, 東京都, 108-8282, 日本"
哈拉套街,哈拉套街,40.9083299,111.7415523,"哈拉更西口, 呼和塔拉东街, 大青山街街道, 新城区 ᠰᠢᠨ᠎ᠡ ᠬᠣᠲᠠ ᠲᠣᠭᠣᠷᠢᠭ, 呼和浩特市, 新城区 ᠰᠢᠨ᠎ᠡ ᠬᠣᠲᠠ ᠲᠣᠭᠣᠷᠢᠭ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
哈拉布,哈拉布,48.8627033,2.3384505,"Ministère de la Culture et de la Communication, Rue Saint-Honoré, Quartier du Palais Royal, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France"
哈拉沁屯,哈拉沁屯,34.7764262,113.5948983,"电厂路冉屯路南, 秦岭路, 旮旯王村, 秦岭路街道, 中原区, 郑州市, 河南省, 450001, 中国"
哈拉海,哈拉海,44.6719954,125.0919227,"哈拉海镇, 长春市, 吉林省, 130000, 中国"
哈拉溫都,哈拉溫都,42.3533033,80.6279593,"哈里周哈拉, 拜城县, 温宿县 ئونسۇ ناھىيىسى, ئاقسۇ ۋىلايىتى - 阿克苏地区, 新疆维吾尔自治区 شىنجاڭ ئۇيغۇر ئاپتونوم رايونی, 中国"
哈拉黑,哈拉黑,48.2034779,124.6242807,"拉哈, 嫩双线, 拉哈镇, 讷河市, 齐齐哈尔市, 黑龙江省, 161000, 中国"
哈爾巴,哈爾巴,48.1095685,11.7264765,"Haar, Landkreis München, Bayern, 85540, Deutschland"
哈爾巴嶺,哈爾巴嶺,43.2652509,128.6277389,"哈尔巴岭, 珲阿线, 哈尔巴岭村, 敦化市 돈화시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
哈爾濱,哈爾濱,45.7593633,126.6276177,"哈尔滨市, 香坊区, 黑龙江省, 中国"
哈爾賓,哈爾賓,45.7593633,126.6276177,"哈尔滨市, 香坊区, 黑龙江省, 中国"
哈綏線,哈綏線,34.398696,115.035417,"睢县, 商丘市, 河南省, 中国"
哈達灣,哈達灣,43.8834879,126.5364857,"哈达湾街道, 昌邑区, 吉林市, 吉林省, 中国"
員林,員林,23.9593485,120.5696323,"員林, 55, 民權街, 中山里, 員林市, 彰化縣, 51041, 臺灣"
唐人里,唐人里,22.372931,112.6099911,"塘仁里, Y754, 塘口镇, 开平市, 江门市, 广东省, 中国"
唐山,唐山,39.6295951,118.1738712,"唐山市, 河北省, 中国"
唐王山,唐王山,35.265772,111.443702,"唐王山, 闻喜县, 运城市, 山西省, 中国"
唯亭,唯亭,31.3664487,120.7848271,"唯亭, 葑亭大道, 新镇社区, 青苑社区, 唯亭街道, 苏州工业园区, 苏州市, 江苏省, 215121, 中国"
商邱,商邱,34.4168215,115.6507447,"商丘市, 河南省, 中国"
善岱,善岱,-36.7590183,144.2826718,"Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
喇嘛甸,喇嘛甸,46.7059544,124.7734561,"喇嘛甸, 让杜路, 奋斗街道办事处, 喇嘛甸镇, 让胡路区, 大庆市, 黑龙江省, 中国"
喜峰口,喜峰口,28.8253599,115.8391808,"风口, 溪霞镇, 新建区, 南昌市, 江西省, 中国"
嘉善,嘉善,30.8328098,120.9217848,"嘉善县, 嘉兴市, 浙江省, 314199, 中国"
嘉山,嘉山,29.5513632,111.8968356,"嘉山, 常德市, 湖南省, 中国"
嘉義,嘉義,23.4799042,120.4415839,"嘉義, 528, 中山路, 番社里, 西區, 嘉義市, 600, 臺灣"
嘉興,嘉興,30.7474425,120.7510971,"嘉兴市, 浙江省, 中国"
嘴巴子,嘴巴子,23.1903314,103.1419427,"田坝子, 个旧市, 红河哈尼族彝族自治州, 云南省, 中国"
嚴島町,嚴島町,37.502223,138.824768,"雁島町, 長岡市, 新潟県, 940-2053, 日本"
四季屯,四季屯,40.2565838,116.6851852,"四季屯, 年东路, 王家堡, 怀柔区, 北京市, 中国"
四家房驛,四家房,36.852631,119.4430077,"四甲, 潍坊市, 山东省, 261300, 中国"
四平,四平,43.1669821,124.364739,"四平市, 吉林省, 中国"
四平街,四平街,43.1669821,124.364739,"四平市, 吉林省, 中国"
四張,四張,24.19435,120.6772183,"四張犁國中, 699, 后庄路, 北屯區, 臺中市, 40679, 臺灣"
四方,四方,36.1054276,120.3419341,"四方, 海岸路, 兴隆路街道, 市北区, 青岛市, 山东省, 266011, 中国"
四方臺,四方臺,46.5956397,131.3213561,"四方台区, 双鸭山市, 黑龙江省, 155100, 中国"
四日市,四日市,34.9630061,136.6303331,"四日市, 中央通, 諏訪栄町, 安島一丁目, 四日市市, 三重県, 510-8601, 日本"
四站,四站,36.0097023,97.9031817,"四站, 都兰县 ཏུའུ་ལན་རྫོང།, 海西蒙古族藏族自治州 མཚོ་ནུབ་སོག་རིགས་ཆ་བོད་རིགས་རང་སྐྱོང་ཁུལ།, 青海省, 816100, 中国"
四脚亭,四脚亭,25.1026793,121.7618172,"四腳亭, 中央路48巷, 吉慶里, 瑞芳區, 四腳亭, 新北市, 22449, 臺灣"
四街,四街,32.1833569,115.6831684,"四街, 东关街道, 固始县, 信阳市, 河南省, 465299, 中国"
四靑,四靑,34.2295369,109.0850048,"四清村, 西安市, 陕西省, 710038, 中国"
固鎮,固鎮,32.0126969,116.3154739,"固镇镇, 六安市, 安徽省, 中国"
国府津,国府津,35.2812891,139.214209,"国府津, 国道1号, 川匂, 小田原市, 中郡, 神奈川県, 256-0813, 日本"
國家店,國家店,47.0161959,126.5856031,"国家店, 惠七满族镇 ᡥᡠᡳ ᠴᡳ ᠮᠠᠨᠵᡠ ᡠᡴᠰᡠᡵᠠ ᠵᡝᠨ, 望奎县, 绥化市, 黑龙江省, 152000, 中国"
國府津,國府津,35.2812891,139.214209,"国府津, 国道1号, 川匂, 小田原市, 中郡, 神奈川県, 256-0813, 日本"
圍場,圍場,41.9355583,117.7579506,"围场县 ᠸᠧᠢᠴᠠᠩ, 承德市, 河北省, 中国"
圖佳線,圖佳線,27.7443567,98.6672235,"贡山独龙族怒族自治县, 怒江傈僳族自治州 ꓠꓳ-ꓟꓵ ꓡꓲ-ꓢꓴ ꓫꓵꓽ ꓚꓲꓸ ꓛꓬꓽ ꓗꓪꓼ ꓫꓵꓽ ꓝꓳꓴ, 云南省, 中国"
圖們,圖們,42.9625693,129.8334987,"图们, 光明街, 兴平社区, 向上街道, 五工村, 图们市 도문시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
圖們南,圖們南,43.0156827,129.7861422,"图们, 珲乌高速, 图们边境经济合作区 도문변경경제합작구, 石岘镇 석현진, 图们市 도문시, 延边朝鲜族自治州 연변조선족자치주, 吉林省, 中国"
圖們埠頭,圖們埠頭,24.4466448,118.2467767,"埔頭, 黃埔村, 烈嶼鄉, 金門縣, 894, 臺灣"
團山子,團山子,46.3143757,129.9049494,"团山子乡, 依兰县, 哈尔滨市, 黑龙江省, 154800, 中国"
土城,土城,39.0882157,117.2260241,"土城, 解放南路, 尖山街道, 天津市, 河西区, 天津市, 300201, 中国"
土木,土木,40.387583,115.5917025,"土木镇, 张家口市, 河北省, 中国"
土橋子,土橋子,31.906447,104.689206,"土桥子, 绵阳市, 四川省, 中国"
土浦,土浦,36.0779952,140.2060155,"土浦, 土浦停車場線, 大和町, 土浦市, 茨城県, 300-0033, 日本"
土門子,土門子,40.47711,119.1867078,"土门子镇, 秦皇岛市, 河北省, 中国"
土門嶺,土門嶺,44.254725,126.600481,"土门岭, 吉林市, 吉林省, 中国"
地境,地境,34.7138697,135.2443906,"徳井, 国道2号, 桜口町一丁目, 灘区, 神戸市, 兵庫県, 657-0031, 日本"
坂出,坂出,34.3132298,133.8562913,"坂出, ハナミズキ広場, 福江町一丁目, 元町一丁目, 坂出市, 香川県, 762-0001, 日本"
坊子,坊子,36.6542543,119.1605221,"坊子区, 潍坊市, 山东省, 中国"
坊子城,坊子城,36.2084043,113.0799229,"潞州区紫坊凯丰物贸园区, 常青街道, 潞州区, 长治市, 山西省, 中国"
坡頭店,坡頭店,36.631523,111.4826019,"坡头, 芦家垣村, 佃坪乡, 汾西县, 临汾市, 山西省, 中国"
坨里,坨里,27.8646,108.191,"坨里, 思南县, 铜仁市, 贵州省, 558000, 中国"
坪坡,坪坡,24.8748,105.313,"坪坡, 百色市, 广西壮族自治区, 中国"
坪村,坪村,26.9536173,109.7397446,"坪村镇, 会同县, 怀化市, 湖南省, 中国"
城內,城內,39.4462685,126.9606134,"성내, 성내리, 고원군, 함경남도, 조선민주주의인민공화국"
城子城,城子城,42.1464968,117.7004883,"城子, 围场满族蒙古族自治县 ᠸᠧᠢᠴᠠᠩ ᠮᠠᠨᠵᠤ ᠮᠣᠩᠭᠣᠯ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠤ ᠰᠢᠶᠠᠨ, 承德市, 河北省, 中国"
城子崖,城子崖,36.6136921,137.1785739,"成子, 立山山田線, 婦中町成子, 富山市, 富山県, 939-7712, 日本"
城子心,城子心,39.9482842,116.0930014,"城子, 新桥大街, 大峪街道, 城子街道, 门头沟区, 北京市, 102399, 中国"
城子河,城子河,45.377197,131.019432,"城子河区, 鸡西市, 黑龙江省, 158170, 中国"
城子疃,城子疃,26.5828085,101.6516826,"攀枝花钢城集团废旧物资分公司, 仁和区, 攀枝花市, 四川省, 中国"
城子疃驛,城子疃,26.5828085,101.6516826,"攀枝花钢城集团废旧物资分公司, 仁和区, 攀枝花市, 四川省, 中国"
城子街,城子街,44.362258,126.0057732,"城子街街道, 长春市, 吉林省, 130000, 中国"
城廠,城廠,24.6300946,118.2071436,"城场, 民安街道, 翔安区, 厦门市, 福建省, 中国"
城津,城津,35.5495559,140.3693493,"城近, 東金豊海線, 川場, 東金市, 千葉県, 283-0063, 日本"
城陽,城陽,36.2993119,120.359669,"城阳, 京城路, 寺西, 城阳街道, 城阳区, 青岛市, 山东省, 266041, 中国"
基尙,基尙,31.2046185,121.5813305,"上海联想创新科技园, 上海市, 中国"
基隆,基隆,25.1317232,121.744652,"基隆市, 臺灣"
堡子,堡子,34.8908609,117.9881033,"堡子, 山东省, 中国"
堯化門,堯化門,32.124713,118.8826268,"尧化门, 尧佳路, 尧化街道, 栖霞区, 南京市, 江苏省, 210046, 中国"
場興,場興,32.7144,114.19,"常兴镇, 驻马店市, 河南省, 中国"
塔哈,塔哈,47.5502566,124.2254413,"塔哈, 嫩双线, 塔哈镇, 富裕县, 齐齐哈尔市, 黑龙江省, 161000, 中国"
塔奔召,塔奔召,42.6458683,141.9099146,"鯉沼開拓本線, 厚真町, 勇払郡, 胆振総合振興局, 北海道, 059-1753, 日本"
塔子城,塔子城,46.60772,123.0568314,"塔子城址, 泰塔线, 良种场屯, 塔子城村, 塔子城镇, 泰来县, 齐齐哈尔市, 黑龙江省, 161000, 中国"
塔山,塔山,40.8458888,120.933739,"塔山乡, 连山区, 辽宁省, 中国"
塔村,塔村,39.7701466,113.740342,"塔村, 大同市, 山西省, 中国"
塔爾堡,塔爾堡,36.5133547,119.57574,"塔耳堡, 潍坊市, 山东省, 261321, 中国"
塗橋,塗橋,23.6760139,116.9950668,"塗桥, 黄冈镇, 饶平县, 潮州市, 广东省, 515700, 中国"
塘沽,塘沽,39.0264297,117.634889,"塘沽, 新胡路, 新村街道, 滨海新区, 天津市, 300450, 中国"
塘沽碼頭,塘沽碼頭,23.0833398,113.4929588,"古码头, 穗东街道, 黄埔区, 广州市, 广东省, 中国"
塩坑,塩坑,29.0968885,118.6409616,"燕坑, 芳村镇, 常山县, 衢州市, 浙江省, 中国"
境內,境內,24.29782,118.085206,"径内, 龙海区, 漳州市, 福建省, 中国"
墓寺,墓寺,52.3730796,4.8924534,"Amsterdam, Noord-Holland, Nederland"
墟溝,墟溝,34.7406217,119.3625473,"墟沟街道, 连云区, 连云港市, 江苏省, 222042, 中国"
墨爾根,墨爾根,47.0569367,6.6047189,"Morteau, Pontarlier, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25500, France"
墨爾根驛,墨爾根,47.0569367,6.6047189,"Morteau, Pontarlier, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25500, France"
墨霍線,墨霍線,-29.2190697,29.0351369,"Mokhotlong District, Lesotho"
士方,士方,36.816724,136.969569,"矢方, 氷見市, 富山県, 935-0037, 日本"
壹廣島,壹廣島,34.3971315,132.4758818,"広島, カープロード, 猿猴橋町, 南区, 広島市, 広島県, 732-0823, 日本"
壹廣島埠頭,壹廣島埠頭,22.6643464,113.9945457,"布龙路泥头车充电站, 钓鱼合路, 三合, 大浪街道, 龙华区, 深圳市, 广东省, 518109, 中国"
壺蘆島,壺蘆島,40.7515443,120.8404789,"葫芦岛市, 连山区, 辽宁省, 中国"
壺蘆島埠頭,壺蘆島埠頭,29.8946665,119.7590554,"埠头, 蒋新线, 渌渚镇, 富阳区, 杭州市, 浙江省, 中国"
壽,壽,35.7081099,139.7907949,"寿, 台東区, 東京都, 111-0042, 日本"
壽陽,壽陽,37.80513,113.120723,"寿阳县, 晋中市, 山西省, 中国"
夏家河子,夏家河子,39.0218375,121.489442,"夏家河子, 甘井子区, 辽宁省, 中国"
夏耳堡,夏耳堡,42.8194076,115.0489354,"夏日绍日艾浩特, 伊和淖尔苏木 ᠶᠡᠬᠡᠨᠠᠭᠤᠷ ᠰᠤᠮᠤ, 正镶白旗 ᠰᠢᠯᠤᠭᠤᠨ ᠬᠥᠪᠡᠭᠡᠲᠦ ᠴᠠᠭᠠᠨ ᠬᠣᠰᠢᠭᠤ, 锡林郭勒盟 ᠰᠢᠯᠢ ᠶᠢᠨ ᠭᠣᠣᠯ ᠠᠶᠢᠮᠠᠭ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
外岔溝,外岔溝,36.7159186,102.0389239,"岔沟门张家, 岔尔沟门村, 互助土族自治县, 海东市, 青海省, 中国"
外車埕,外車埕,23.833964,120.8638086,"外車埕, 131, 大彎, 車埕村, 水里鄉, 南投縣, 55345, 臺灣"
外金剛,外金剛,31.934227,120.4323315,"苏州市外国语学校张家港校区幼儿园, 兴港路, 金都社区, 金港镇, 张家港市, 苏州市, 江苏省, 215632, 中国"
多倫,多倫,42.1997357,116.4792165,"多伦县 ᠳᠣᠯᠣᠨ ᠨᠠᠭᠤᠷ ᠰᠢᠶᠠᠨ, 锡林郭勒盟 ᠰᠢᠯᠢ ᠶᠢᠨ ᠭᠣᠣᠯ ᠠᠶᠢᠮᠠᠭ, 内蒙古自治区 ᠦᠪᠦᠷ ᠮᠣᠩᠭᠤᠯ ᠤᠨ ᠥᠪᠡᠷᠲᠡᠭᠡᠨ ᠵᠠᠰᠠᠬᠣ ᠣᠷᠣᠨ, 中国"
多度津,多度津,34.2711186,133.757012,"多度津, 多度津停車場道隆寺線, 栄町三丁目, 多度津町, 仲多度郡, 香川県, 764-0011, 日本"
多治見,多治見,35.3351999,137.1208133,"多治見, 多治見停車場線, 本町一丁目, 多治見市, 岐阜県, 507-0033, 日本"
大五家子,大五家子,42.1949764,121.3328642,"大五家子镇, 阜新蒙古族自治县, 阜新市, 辽宁省, 123100, 中国"
大光里,大光里,23.0112362,120.2147316,"大光里, 北區, 三份仔, 臺南市, 704, 臺灣"
大八號,大八號,42.023743,117.6252458,"大八号村, 承德市, 河北省, 中国"
大凌河,大凌河,41.532956,120.4540003,"大凌河, 辽宁省, 中国"
大分,大分,33.2326262,131.6060258,"大分, 産業通り, 末広町一丁目, 大分市, 大分県, 870-0027, 日本"
大同,大同,40.0923194,113.2952665,"大同市, 山西省, 中国"
大同江,大同江,39.565272,126.1449444,"대동강, 조선민주주의인민공화국"
大同農場,大同農場,22.5606984,120.5031281,"大同農場, 後廍, 鳳明村, 竹田鄉, 屏東縣, 911, 臺灣"
大同鎭,大同鎭,28.5080349,105.677842,"大同镇, 遵义市, 贵州省, 中国"
大同鎮,大同鎮,28.5080349,105.677842,"大同镇, 遵义市, 贵州省, 中国"
大圩河,大圩河,29.3831972,103.288148,"大为河, 大为镇, 峨眉山市, 乐山市, 四川省, 中国"
大垣,大垣,35.3670837,136.6178001,"大垣, 大垣停車場線, 高屋町一丁目, 大垣市, 岐阜県, 503-0887, 日本"
大場,大場,35.0922979,138.939359,"大場, 141, 多呂, 三島市, 静岡県, 411-0803, 日本"
大奉天,大奉天,35.0617497,133.9986351,"奉天, 津山加茂線, 田町, 津山市, 岡山県, 708-0075, 日本"
大孤山,大孤山,39.0024586,121.8588318,"大孤山街道, 金州区, 大连市, 辽宁省, 中国"
大官屯,大官屯,41.854615,123.864606,"大官屯, 千金路, 新抚街道, 新抚区, 抚顺市, 辽宁省, 113000, 中国"
大宮,大宮,35.9063869,139.6243304,"大宮, 大宮銀座通り, 高鼻町一丁目, 宮町一丁目, 大宮区, さいたま市, 埼玉県, 330-0802, 日本"
大寨,大寨,37.5706136,113.712896,"大寨镇, 昔阳县, 晋中市, 山西省, 045303, 中国"
大屯,大屯,37.3530146,115.4591376,"大屯乡, 邢台市, 河北省, 054000, 中国"
大崑崙,大崑崙,47.5206207,129.4625473,"大昆仑社区, 金山屯镇, 金林区, 伊春市, 黑龙江省, 153000, 中国"
大嶺,大嶺,43.8677627,124.9971957,"大岭镇, 长春市, 吉林省, 130000, 中国"
大平房,大平房,41.4306069,120.1645231,"大平房镇, 朝阳市, 辽宁省, 中国"
大平金山,大平金山,36.4378284,104.417249,"平堡黄河大桥, 金山, 北湾镇, 靖远县, 白银市, 甘肃省, 中国"
大廟,大廟,34.2639422,117.3652202,"大庙, X153, 大庙街道, 徐州经济技术开发区, 贾汪区, 徐州市, 江苏省, 221000, 中国"
大德,大德,25.2196767,102.2063409,"大德, X324, 和平镇, 禄丰市, 楚雄彝族自治州, 云南省, 中国"
大房身,大房身,44.5640054,125.9289998,"大房身镇, 长春市, 吉林省, 130000, 中国"
大新,大新,22.5352462,113.9103546,"大新, 桃园路, 大新新村, 前海社区, 南头街道, 南山区, 深圳市, 广东省, 518000, 中国"
大新開嶺,大新開嶺,40.5181097,119.5630438,"大新开岭, 葫芦岛市, 辽宁省, 中国"
大昆崙,大昆崙,47.5206207,129.4625473,"大昆仑社区, 金山屯镇, 金林区, 伊春市, 黑龙江省, 153000, 中国"
大明湖,大明湖,36.6745416,117.0158039,"大明湖, 泉城路街道, 历下区, 济南市, 山东省, 250000, 中国"
大普崗,大普崗,31.1632154,121.5866178,"大浦港, 上海市, 101201, 中国"
大曲,大曲,39.4656823,140.479891,"大曲, はなびちか路, 大曲通町, 大仙市, 秋田県, 014-0027, 日本"
大月,大月,35.6129342,138.942183,"大月, 502, 大月一丁目, 大月市, 山梨県, 401-0012, 日本"
大東溝,大東溝,35.5633055,112.7033026,"大东沟镇, 晋城市, 山西省, 中国"
大板,大板,41.9310613,121.8646813,"大板镇, 阜新蒙古族自治县, 阜新市, 辽宁省, 123100, 中国"
大林,大林,23.6008136,120.455979,"大林, 新興街50巷, 頭家莊, 平林里, 大林鎮, 嘉義縣, 622, 臺灣"
大栗子,大栗子,41.7299215,126.8316867,"大栗子街道, 临江市, 白山市, 吉林省, 中国"
大楡樹,大楡樹,43.7322264,124.6671802,"大榆树镇, 长春市, 吉林省, 130000, 中国"
大榮,大榮,31.7211061,118.3730292,"大荣, 马鞍山市, 安徽省, 中国"
大橋,大橋,33.5592999,130.4265352,"大橋, 大橋駅前１号線, 大橋一丁目, 南区, 福岡市, 福岡県, 815-8540, 日本"
大民屯,大民屯,47.2543837,123.9557161,"大民屯, 景隆路, 大民街道, 龙沙区, 齐齐哈尔市, 黑龙江省, 161000, 中国"
